"품목별(1)","품목별(2)",품목별(3),시점,수출액 (천달러),수입액 (천달러)
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",소계,2025.11,251240,2382641
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",철광석 및 정광,2025.09,1135,567250
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",철광석 및 정광,2025.10,652,709892
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",철광석 및 정광,2025.11,1731,571292
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,2025.09,22577,103262
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,2025.10,15012,80829
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,2025.11,21824,77345
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",동광석 및 정광 : 동매트 시멘트동,2025.09,37068,768809
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",동광석 및 정광 : 동매트 시멘트동,2025.10,28607,457975
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",동광석 및 정광 : 동매트 시멘트동,2025.11,40591,555114
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",니켈광석 및 정광 : 니켈매트니켈신터,2025.09,348,18967
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",니켈광석 및 정광 : 니켈매트니켈신터,2025.10,826,31141
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",니켈광석 및 정광 : 니켈매트니켈신터,2025.11,694,30567
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",알루미늄광과 그 정광,2025.09,4214,10750
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",알루미늄광과 그 정광,2025.10,3258,10104
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",알루미늄광과 그 정광,2025.11,4354,12038
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",달리 명시되지 않은 금속의 광석 및 정광(귀금속 제외),2025.09,18455,416935
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",달리 명시되지 않은 금속의 광석 및 정광(귀금속 제외),2025.10,11538,643926
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",달리 명시되지 않은 금속의 광석 및 정광(귀금속 제외),2025.11,29864,434794
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",달리 명시되지 않는 비철금속의 웨이스트,2025.09,92722,444530
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",달리 명시되지 않는 비철금속의 웨이스트,2025.10,90395,432970
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",달리 명시되지 않는 비철금속의 웨이스트,2025.11,113888,468039
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",귀금속의 광석 및 정광 : 귀금속의 웨이스트,2025.09,25515,248989
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",귀금속의 광석 및 정광 : 귀금속의 웨이스트,2025.10,21650,259150
"비식용원재료(연료제외)","금속성 광석 및 금속 부스러기",귀금속의 광석 및 정광 : 귀금속의 웨이스트,2025.11,38294,233451
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",소계,2025.09,62788,85142
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",소계,2025.10,56809,78926
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",소계,2025.11,52353,85473
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",달리 명시되지 않은 미가동 동물성 물질,2025.09,4353,19788
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",달리 명시되지 않은 미가동 동물성 물질,2025.10,3821,14455
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",달리 명시되지 않은 미가동 동물성 물질,2025.11,4666,16272
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",달리 명시되지 않은 미가공 식물성 물질,2025.09,58435,65353
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",달리 명시되지 않은 미가공 식물성 물질,2025.10,52988,64471
"비식용원재료(연료제외)","달리 명시되지 않은 미가공 동식물성 물질",달리 명시되지 않은 미가공 식물성 물질,2025.11,47687,69201
"광물성연료,윤활유 및 관련물질","소계",소계,2025.09,4310167,11297466
"광물성연료,윤활유 및 관련물질","소계",소계,2025.10,3925140,11864343
"광물성연료,윤활유 및 관련물질","소계",소계,2025.11,3384757,10260928
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",소계,2025.09,57,1194120
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",소계,2025.10,5,1018154
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",소계,2025.11,95,1103101
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄,2025.09,13,1182147
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄,2025.10,5,1004103
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄,2025.11,17,1090139
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄갈탄 및 토탄,2025.09,12,1703
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄갈탄 및 토탄,2025.10,-,2407
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄갈탄 및 토탄,2025.11,5,1663
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄갈탄또는 토탄의 코크 및 반성코크 : 분류카아본,2025.09,33,10269
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄갈탄또는 토탄의 코크 및 반성코크 : 분류카아본,2025.10,-,11643
"광물성연료,윤활유 및 관련물질","석탄,코크 및 연탄",석탄갈탄또는 토탄의 코크 및 반성코크 : 분류카아본,2025.11,72,11299
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",소계,2025.09,4282506,7643987
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",소계,2025.10,3903830,8800756
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",소계,2025.11,3357478,7124962
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",원유 및 역청질 광물원유,2025.09,-,5743708
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",원유 및 역청질 광물원유,2025.10,-,7059476
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",원유 및 역청질 광물원유,2025.11,-,5590753
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",석유와 역청유(원유를 제외) 및 이들의 조제품,2025.09,4117943,1852867
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",석유와 역청유(원유를 제외) 및 이들의 조제품,2025.10,3758891,1681029
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",석유와 역청유(원유를 제외) 및 이들의 조제품,2025.11,3209751,1480398
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",달리 명시되지 않은 않은 잔여 석유생산물 및 관련물질,2025.09,164563,47412
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",달리 명시되지 않은 않은 잔여 석유생산물 및 관련물질,2025.10,144939,60251
"광물성연료,윤활유 및 관련물질","석유,석유제품 및 관련물질",달리 명시되지 않은 않은 잔여 석유생산물 및 관련물질,2025.11,147727,53811
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",소계,2025.09,27603,2459359
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",소계,2025.10,21305,2045434
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",소계,2025.11,27185,2032865
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",액화프로판 및 부탄,2025.09,20150,390329
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",액화프로판 및 부탄,2025.10,13870,346637
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",액화프로판 및 부탄,2025.11,16212,357197
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",천연개스,2025.09,0,2062367
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",천연개스,2025.10,0,1691856
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",천연개스,2025.11,2008,1672860
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소,2025.09,7380,6663
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소,2025.10,7435,6942
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소,2025.11,8939,2809
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",석탄가스수성가스발생로가스 및 유사가스,2025.09,74,-
"광물성연료,윤활유 및 관련물질","천연가스 및 제조가스",석탄가스수성가스발생로가스 및 유사가스,2025.11,27,-
"동식물성유지 및 왁스","소계",소계,2025.09,19016,198809
"동식물성유지 및 왁스","소계",소계,2025.10,51008,188751
"동식물성유지 및 왁스","소계",소계,2025.11,15556,215636
"동식물성유지 및 왁스","동물성 유지",소계,2025.09,2075,3286
"동식물성유지 및 왁스","동물성 유지",소계,2025.10,4828,2460
"동식물성유지 및 왁스","동물성 유지",소계,2025.11,2375,1902
"동식물성유지 및 왁스","동물성 유지",동물성 유지,2025.09,2075,3286
"동식물성유지 및 왁스","동물성 유지",동물성 유지,2025.10,4828,2460
"동식물성유지 및 왁스","동물성 유지",동물성 유지,2025.11,2375,1902
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",소계,2025.09,3076,171775
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",소계,2025.10,2369,155187
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",소계,2025.11,2804,156881
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",연성불휘발성 식물성기름,2025.09,2514,95864
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",연성불휘발성 식물성기름,2025.10,1774,82892
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",연성불휘발성 식물성기름,2025.11,2076,109151
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",불휘발성의 식물성유지가공하지 않은것조상정제 또는 분별한것,2025.09,562,75911
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",불휘발성의 식물성유지가공하지 않은것조상정제 또는 분별한것,2025.10,595,72295
"동식물성유지 및 왁스","불휘발성 식물성기름,조유,정제 또는 분획된 것",불휘발성의 식물성유지가공하지 않은것조상정제 또는 분별한것,2025.11,727,47730
"동식물성유지 및 왁스","달리 분류되지 않은 동식물성유지,처리한 것",소계,2025.09,13865,23748
"동식물성유지 및 왁스","달리 분류되지 않은 동식물성유지,처리한 것",소계,2025.10,43812,31103
"동식물성유지 및 왁스","달리 분류되지 않은 동식물성유지,처리한 것",소계,2025.11,10377,56852
"동식물성유지 및 왁스","달리 분류되지 않은 동식물성유지,처리한 것",달리 분류되지 않은 동식물성유지처리한 것왁스,2025.09,13865,23748
"동식물성유지 및 왁스","달리 분류되지 않은 동식물성유지,처리한 것",달리 분류되지 않은 동식물성유지처리한 것왁스,2025.10,43812,31103
"동식물성유지 및 왁스","달리 분류되지 않은 동식물성유지,처리한 것",달리 분류되지 않은 동식물성유지처리한 것왁스,2025.11,10377,56852
"화학물 및 관련제품","소계",소계,2025.09,8501240,5702534
"화학물 및 관련제품","소계",소계,2025.10,6899627,4932962
"화학물 및 관련제품","소계",소계,2025.11,7167122,4894112
"화학물 및 관련제품","유기화학물",소계,2025.09,1718418,1231599
"화학물 및 관련제품","유기화학물",소계,2025.10,1442874,1023440
"화학물 및 관련제품","유기화학물",소계,2025.11,1443742,1037750
"화학물 및 관련제품","유기화학물",달리 명시되지 않은 탄화수소 및 그 유도체,2025.09,958459,283292
"화학물 및 관련제품","유기화학물",달리 명시되지 않은 탄화수소 및 그 유도체,2025.10,913588,227059
"화학물 및 관련제품","유기화학물",달리 명시되지 않은 탄화수소 및 그 유도체,2025.11,823269,214652
"화학물 및 관련제품","유기화학물",알콜페놀-알콜 및 그들의 할로겐화,2025.09,82316,228184
"화학물 및 관련제품","유기화학물",알콜페놀-알콜 및 그들의 할로겐화,2025.10,72342,217887
"화학물 및 관련제품","유기화학물",알콜페놀-알콜 및 그들의 할로겐화,2025.11,89270,227045
"화학물 및 관련제품","유기화학물",카르복시산과 그들의 무수물.할로겐화물.과산화물과 과산화산,2025.09,286910,126627
"화학물 및 관련제품","유기화학물",카르복시산과 그들의 무수물.할로겐화물.과산화물과 과산화산,2025.10,185237,101996
"화학물 및 관련제품","유기화학물",카르복시산과 그들의 무수물.할로겐화물.과산화물과 과산화산,2025.11,244868,103132
"화학물 및 관련제품","유기화학물",질소관능화합물,2025.09,173315,173212
"화학물 및 관련제품","유기화학물",질소관능화합물,2025.10,131875,138178
"화학물 및 관련제품","유기화학물",질소관능화합물,2025.11,146176,158392
"화학물 및 관련제품","유기화학물",유기-무기화합물헤테르고리화합물헥산,2025.09,164387,313417
"화학물 및 관련제품","유기화학물",유기-무기화합물헤테르고리화합물헥산,2025.10,101099,257479
"화학물 및 관련제품","유기화학물",유기-무기화합물헤테르고리화합물헥산,2025.11,96367,248423
"화학물 및 관련제품","유기화학물",기타 유기화합물,2025.09,53031,106867
"화학물 및 관련제품","유기화학물",기타 유기화합물,2025.10,38734,80840
"화학물 및 관련제품","유기화학물",기타 유기화합물,2025.11,43792,86107
"화학물 및 관련제품","무기화학물",소계,2025.09,753682,851403
"화학물 및 관련제품","무기화학물",소계,2025.10,651884,895135
"화학물 및 관련제품","무기화학물",소계,2025.11,679763,894838
"화학물 및 관련제품","무기화학물",무기화학원소산화물 및 할로겐염,2025.09,187116,447230
"화학물 및 관련제품","무기화학물",무기화학원소산화물 및 할로겐염,2025.10,182602,416137
"화학물 및 관련제품","무기화학물",무기화학원소산화물 및 할로겐염,2025.11,178056,481572
"화학물 및 관련제품","무기화학물",무기산의 금속염 및 과산화염,2025.09,72410,104034
"화학물 및 관련제품","무기화학물",무기산의 금속염 및 과산화염,2025.10,69107,112498
"화학물 및 관련제품","무기화학물",무기산의 금속염 및 과산화염,2025.11,75183,114421
"화학물 및 관련제품","무기화학물",기타 무기화학물,2025.09,487724,181283
"화학물 및 관련제품","무기화학물",기타 무기화학물,2025.10,389304,162186
"화학물 및 관련제품","무기화학물",기타 무기화학물,2025.11,414724,192983
"화학물 및 관련제품","무기화학물",방사선 및 관련물질,2025.09,6432,118856
"화학물 및 관련제품","무기화학물",방사선 및 관련물질,2025.10,10871,204314
"화학물 및 관련제품","무기화학물",방사선 및 관련물질,2025.11,11801,105862
"화학물 및 관련제품","염료,유연제 및 착색제",소계,2025.09,263599,225008
"화학물 및 관련제품","염료,유연제 및 착색제",소계,2025.10,215071,182869
"화학물 및 관련제품","염료,유연제 및 착색제",소계,2025.11,207159,170702
"화학물 및 관련제품","염료,유연제 및 착색제",합성유기착색제와 그 조제품,2025.09,55141,86039
"화학물 및 관련제품","염료,유연제 및 착색제",합성유기착색제와 그 조제품,2025.10,43286,64182
"화학물 및 관련제품","염료,유연제 및 착색제",합성유기착색제와 그 조제품,2025.11,38235,51522
"화학물 및 관련제품","염료,유연제 및 착색제",염료유연제엑스 및 합성유연제,2025.09,532,9049
"화학물 및 관련제품","염료,유연제 및 착색제",염료유연제엑스 및 합성유연제,2025.10,445,9803
"화학물 및 관련제품","염료,유연제 및 착색제",염료유연제엑스 및 합성유연제,2025.11,454,7053
"화학물 및 관련제품","염료,유연제 및 착색제",안료페인트 니스 및 관련물질,2025.09,207926,129920
"화학물 및 관련제품","염료,유연제 및 착색제",안료페인트 니스 및 관련물질,2025.10,171339,108884
"화학물 및 관련제품","염료,유연제 및 착색제",안료페인트 니스 및 관련물질,2025.11,168471,112127
"화학물 및 관련제품","의약품 및 약제제품",소계,2025.09,959763,1059985
"화학물 및 관련제품","의약품 및 약제제품",소계,2025.10,666926,873679
"화학물 및 관련제품","의약품 및 약제제품",소계,2025.11,878534,875207
"화학물 및 관련제품","의약품 및 약제제품",의약품 및 약제제품(542항 의약품 제외),2025.09,859834,537070
"화학물 및 관련제품","의약품 및 약제제품",의약품 및 약제제품(542항 의약품 제외),2025.10,600664,399369
"화학물 및 관련제품","의약품 및 약제제품",의약품 및 약제제품(542항 의약품 제외),2025.11,792026,426262
"화학물 및 관련제품","의약품 및 약제제품",의약품(수의약품 포함),2025.09,99928,522915
"화학물 및 관련제품","의약품 및 약제제품",의약품(수의약품 포함),2025.10,66262,474310
"화학물 및 관련제품","의약품 및 약제제품",의약품(수의약품 포함),2025.11,86508,448945
"화학물 및 관련제품","정유 및 향료",소계,2025.09,1247676,275917
"화학물 및 관련제품","정유 및 향료",소계,2025.10,1017832,237411
"화학물 및 관련제품","정유 및 향료",소계,2025.11,1038458,221872
"화학물 및 관련제품","정유 및 향료",정유 및 향료,2025.09,5565,29672
"화학물 및 관련제품","정유 및 향료",정유 및 향료,2025.10,4730,27646
"화학물 및 관련제품","정유 및 향료",정유 및 향료,2025.11,4651,24476
"화학물 및 관련제품","정유 및 향료",향수 및 화장품화장용품(비누제외),2025.09,1097891,168311
"화학물 및 관련제품","정유 및 향료",향수 및 화장품화장용품(비누제외),2025.10,876288,145420
"화학물 및 관련제품","정유 및 향료",향수 및 화장품화장용품(비누제외),2025.11,902005,135802
"화학물 및 관련제품","정유 및 향료",비누세척 및 광택제,2025.09,144220,77934
"화학물 및 관련제품","정유 및 향료",비누세척 및 광택제,2025.10,136814,64345
"화학물 및 관련제품","정유 및 향료",비누세척 및 광택제,2025.11,131801,61594
"화학물 및 관련제품","비료",소계,2025.09,33711,60238
"화학물 및 관련제품","비료",소계,2025.10,28305,59681
"화학물 및 관련제품","비료",소계,2025.11,15342,39211
"화학물 및 관련제품","비료",비료(272항의 것 제외),2025.09,33711,60238
"화학물 및 관련제품","비료",비료(272항의 것 제외),2025.10,28305,59681
"화학물 및 관련제품","비료",비료(272항의 것 제외),2025.11,15342,39211
"화학물 및 관련제품","플라스틱(원료형태의 것)",소계,2025.09,2031618,548344
"화학물 및 관련제품","플라스틱(원료형태의 것)",소계,2025.10,1655838,431215
"화학물 및 관련제품","플라스틱(원료형태의 것)",소계,2025.11,1612463,428805
"화학물 및 관련제품","플라스틱(원료형태의 것)",에틸렌의 중합체(일차제품의 것),2025.09,461174,44453
"화학물 및 관련제품","플라스틱(원료형태의 것)",에틸렌의 중합체(일차제품의 것),2025.10,359082,45674
"화학물 및 관련제품","플라스틱(원료형태의 것)",에틸렌의 중합체(일차제품의 것),2025.11,333251,41596
"화학물 및 관련제품","플라스틱(원료형태의 것)",스티렌의 중합체(일차제품의 것),2025.09,246243,17727
"화학물 및 관련제품","플라스틱(원료형태의 것)",스티렌의 중합체(일차제품의 것),2025.10,196587,12914
"화학물 및 관련제품","플라스틱(원료형태의 것)",스티렌의 중합체(일차제품의 것),2025.11,196567,14352
"화학물 및 관련제품","플라스틱(원료형태의 것)",염화비닐의 중합체 또는 할로겐화올레 핀의 중합체(1차제품의 것),2025.09,55378,29462
"화학물 및 관련제품","플라스틱(원료형태의 것)",염화비닐의 중합체 또는 할로겐화올레 핀의 중합체(1차제품의 것),2025.10,41402,25148
"화학물 및 관련제품","플라스틱(원료형태의 것)",염화비닐의 중합체 또는 할로겐화올레 핀의 중합체(1차제품의 것),2025.11,42954,31070
"화학물 및 관련제품","플라스틱(원료형태의 것)",아세탈수지.기타 폴리에테르와 에폭시 수지,2025.09,425948,142274
"화학물 및 관련제품","플라스틱(원료형태의 것)",아세탈수지.기타 폴리에테르와 에폭시 수지,2025.10,361921,127016
"화학물 및 관련제품","플라스틱(원료형태의 것)",아세탈수지.기타 폴리에테르와 에폭시 수지,2025.11,359504,120648
"화학물 및 관련제품","플라스틱(원료형태의 것)",기타 프라스틱(일차제품의 것),2025.09,841100,313268
"화학물 및 관련제품","플라스틱(원료형태의 것)",기타 프라스틱(일차제품의 것),2025.10,695326,219572
"화학물 및 관련제품","플라스틱(원료형태의 것)",기타 프라스틱(일차제품의 것),2025.11,679334,220238
"화학물 및 관련제품","플라스틱(원료형태의 것)",플라스틱의 웨이스트.페어링과 스크램,2025.09,1775,1161
"화학물 및 관련제품","플라스틱(원료형태의 것)",플라스틱의 웨이스트.페어링과 스크램,2025.10,1520,891
"화학물 및 관련제품","플라스틱(원료형태의 것)",플라스틱의 웨이스트.페어링과 스크램,2025.11,854,901
"화학물 및 관련제품","원료형태가 아닌 플라스틱",소계,2025.09,654381,393737
"화학물 및 관련제품","원료형태가 아닌 플라스틱",소계,2025.10,520863,313152
"화학물 및 관련제품","원료형태가 아닌 플라스틱",소계,2025.11,529574,328088
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱의 관.파이프 및 호오스,2025.09,31402,36723
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱의 관.파이프 및 호오스,2025.10,25198,30025
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱의 관.파이프 및 호오스,2025.11,30796,31129
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱제의 판쉬이트필름박 및 스트¿,2025.09,619320,348711
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱제의 판쉬이트필름박 및 스트¿,2025.10,492546,276383
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱제의 판쉬이트필름박 및 스트¿,2025.11,495872,289277
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱의 모노필라멘트,2025.09,3659,8303
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱의 모노필라멘트,2025.10,3120,6745
"화학물 및 관련제품","원료형태가 아닌 플라스틱",플라스틱의 모노필라멘트,2025.11,2906,7682
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",소계,2025.09,838393,1056301
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",소계,2025.10,700033,916381
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",소계,2025.11,762086,897637
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",살충제.살서제(쥐약).살균제,2025.09,98850,16459
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",살충제.살서제(쥐약).살균제,2025.10,57402,21714
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",살충제.살서제(쥐약).살균제,2025.11,47883,20460
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",전분이눌린 및 글루우텐단백질물질 아교,2025.09,91599,103792
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",전분이눌린 및 글루우텐단백질물질 아교,2025.10,70994,93354
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",전분이눌린 및 글루우텐단백질물질 아교,2025.11,77805,86182
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",화약 및 불꽃제품,2025.09,5234,3744
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",화약 및 불꽃제품,2025.10,6479,7756
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",화약 및 불꽃제품,2025.11,9087,3192
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",광물유첨가제 및 유사품,2025.09,29198,64209
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",광물유첨가제 및 유사품,2025.10,23790,57906
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",광물유첨가제 및 유사품,2025.11,25780,55886
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",달리 명시되지 않은 화학잡제품,2025.09,613513,867719
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",달리 명시되지 않은 화학잡제품,2025.10,541154,735489
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",달리 명시되지 않은 화학잡제품,2025.11,601203,731295
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",달리 명시되지 않은 화학물질의 폐기물 도시쓰레기 오수침전물 및 기타 쓰레기,2025.09,-,378
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",달리 명시되지 않은 화학물질의 폐기물 도시쓰레기 오수침전물 및 기타 쓰레기,2025.10,214,162
"화학물 및 관련제품","달리 명시되지 않은 화학물질 및 제품",달리 명시되지 않은 화학물질의 폐기물 도시쓰레기 오수침전물 및 기타 쓰레기,2025.11,329,622
"재료별 제조제품","소계",소계,2025.09,6076917,4944851
"재료별 제조제품","소계",소계,2025.10,5265510,4239669
"재료별 제조제품","소계",소계,2025.11,5445254,4369502
"재료별 제조제품","가죽제품 및 손질모피",소계,2025.09,29547,29605
"재료별 제조제품","가죽제품 및 손질모피",소계,2025.10,24114,26392
"재료별 제조제품","가죽제품 및 손질모피",소계,2025.11,24304,22581
"재료별 제조제품","가죽제품 및 손질모피",가 죽,2025.09,25079,17583
"재료별 제조제품","가죽제품 및 손질모피",가 죽,2025.10,20209,15788
"재료별 제조제품","가죽제품 및 손질모피",가 죽,2025.11,20673,11533
"재료별 제조제품","가죽제품 및 손질모피",달리 명시되지 않은 가죽제품,2025.09,4269,9629
"재료별 제조제품","가죽제품 및 손질모피",달리 명시되지 않은 가죽제품,2025.10,3830,8886
