"품목별(1)","품목별(2)",품목별(3),시점,수출액 (천달러),수입액 (천달러)
"재료별 제조제품","가죽제품 및 손질모피",달리 명시되지 않은 가죽제품,2025.11,3572,9326
"재료별 제조제품","가죽제품 및 손질모피",모피(유연처리 또는 완성가공한 것),2025.09,199,2393
"재료별 제조제품","가죽제품 및 손질모피",모피(유연처리 또는 완성가공한 것),2025.10,75,1718
"재료별 제조제품","가죽제품 및 손질모피",모피(유연처리 또는 완성가공한 것),2025.11,59,1723
"재료별 제조제품","달리 명시되지 않은 고무제품",소계,2025.09,337331,189458
"재료별 제조제품","달리 명시되지 않은 고무제품",소계,2025.10,288916,162549
"재료별 제조제품","달리 명시되지 않은 고무제품",소계,2025.11,303366,164749
"재료별 제조제품","달리 명시되지 않은 고무제품",고 무,2025.09,42726,19283
"재료별 제조제품","달리 명시되지 않은 고무제품",고 무,2025.10,35559,17390
"재료별 제조제품","달리 명시되지 않은 고무제품",고 무,2025.11,37038,15501
"재료별 제조제품","달리 명시되지 않은 고무제품",고무타이어호환성타이어 트레드타이어풀랩 및 인너튜브,2025.09,237331,123359
"재료별 제조제품","달리 명시되지 않은 고무제품",고무타이어호환성타이어 트레드타이어풀랩 및 인너튜브,2025.10,205049,103812
"재료별 제조제품","달리 명시되지 않은 고무제품",고무타이어호환성타이어 트레드타이어풀랩 및 인너튜브,2025.11,211607,108565
"재료별 제조제품","달리 명시되지 않은 고무제품",달리 명시되지 않은 고무제품,2025.09,57274,46815
"재료별 제조제품","달리 명시되지 않은 고무제품",달리 명시되지 않은 고무제품,2025.10,48308,41347
"재료별 제조제품","달리 명시되지 않은 고무제품",달리 명시되지 않은 고무제품,2025.11,54721,40683
"재료별 제조제품","코크 및 나무제품",소계,2025.09,5576,112633
"재료별 제조제품","코크 및 나무제품",소계,2025.10,4598,97442
"재료별 제조제품","코크 및 나무제품",소계,2025.11,4593,101537
"재료별 제조제품","코크 및 나무제품",코르크제품,2025.09,6,244
"재료별 제조제품","코크 및 나무제품",코르크제품,2025.10,6,290
"재료별 제조제품","코크 및 나무제품",코르크제품,2025.11,6,110
"재료별 제조제품","코크 및 나무제품",단판합판파티클보드 및 달리 명시되지 않은 기타 가공목재,2025.09,1780,73844
"재료별 제조제품","코크 및 나무제품",단판합판파티클보드 및 달리 명시되지 않은 기타 가공목재,2025.10,977,70884
"재료별 제조제품","코크 및 나무제품",단판합판파티클보드 및 달리 명시되지 않은 기타 가공목재,2025.11,1092,72273
"재료별 제조제품","코크 및 나무제품",달리 명시되지 않은 나무제품,2025.09,3790,38545
"재료별 제조제품","코크 및 나무제품",달리 명시되지 않은 나무제품,2025.10,3616,26269
"재료별 제조제품","코크 및 나무제품",달리 명시되지 않은 나무제품,2025.11,3495,29155
"재료별 제조제품","종이,판지 및 펄프",소계,2025.09,217338,197530
"재료별 제조제품","종이,판지 및 펄프",소계,2025.10,189476,171093
"재료별 제조제품","종이,판지 및 펄프",소계,2025.11,202275,174018
"재료별 제조제품","종이,판지 및 펄프",종이 및 판지,2025.09,178163,133351
"재료별 제조제품","종이,판지 및 펄프",종이 및 판지,2025.10,157891,112258
"재료별 제조제품","종이,판지 및 펄프",종이 및 판지,2025.11,165428,112868
"재료별 제조제품","종이,판지 및 펄프",종이 및 판지 크기로 재단한 것 및 종이 또는 판지의 제품,2025.09,39176,64179
"재료별 제조제품","종이,판지 및 펄프",종이 및 판지 크기로 재단한 것 및 종이 또는 판지의 제품,2025.10,31585,58835
"재료별 제조제품","종이,판지 및 펄프",종이 및 판지 크기로 재단한 것 및 종이 또는 판지의 제품,2025.11,36847,61150
"재료별 제조제품","섬유사,직물,직물제품",소계,2025.09,553085,471801
"재료별 제조제품","섬유사,직물,직물제품",소계,2025.10,449723,412138
"재료별 제조제품","섬유사,직물,직물제품",소계,2025.11,500616,427331
"재료별 제조제품","섬유사,직물,직물제품",섬유사,2025.09,61329,126321
"재료별 제조제품","섬유사,직물,직물제품",섬유사,2025.10,57072,118236
"재료별 제조제품","섬유사,직물,직물제품",섬유사,2025.11,58037,118302
"재료별 제조제품","섬유사,직물,직물제품",면직물(세폭직물 또는 특수직물 제외),2025.09,21622,24121
"재료별 제조제품","섬유사,직물,직물제품",면직물(세폭직물 또는 특수직물 제외),2025.10,17366,20316
"재료별 제조제품","섬유사,직물,직물제품",면직물(세폭직물 또는 특수직물 제외),2025.11,20351,20552
"재료별 제조제품","섬유사,직물,직물제품",인조섬유직물,2025.09,116398,35146
"재료별 제조제품","섬유사,직물,직물제품",인조섬유직물,2025.10,99060,32042
"재료별 제조제품","섬유사,직물,직물제품",인조섬유직물,2025.11,121436,33992
"재료별 제조제품","섬유사,직물,직물제품",기타 섬유직물,2025.09,6049,30500
"재료별 제조제품","섬유사,직물,직물제품",기타 섬유직물,2025.10,4796,26930
"재료별 제조제품","섬유사,직물,직물제품",기타 섬유직물,2025.11,6250,31094
"재료별 제조제품","섬유사,직물,직물제품",달리 명시되지 않은 편직 또는 뜨게질 직물,2025.09,128348,11630
"재료별 제조제품","섬유사,직물,직물제품",달리 명시되지 않은 편직 또는 뜨게질 직물,2025.10,104132,9905
"재료별 제조제품","섬유사,직물,직물제품",달리 명시되지 않은 편직 또는 뜨게질 직물,2025.11,114834,9793
"재료별 제조제품","섬유사,직물,직물제품",튤레이스자수울리본트리밍 및 기타 소비품,2025.09,13455,7140
"재료별 제조제품","섬유사,직물,직물제품",튤레이스자수울리본트리밍 및 기타 소비품,2025.10,10768,6047
"재료별 제조제품","섬유사,직물,직물제품",튤레이스자수울리본트리밍 및 기타 소비품,2025.11,11627,6226
"재료별 제조제품","섬유사,직물,직물제품",특수사직물 및 관련제품,2025.09,179843,101378
"재료별 제조제품","섬유사,직물,직물제품",특수사직물 및 관련제품,2025.10,134836,81606
"재료별 제조제품","섬유사,직물,직물제품",특수사직물 및 관련제품,2025.11,145442,84206
"재료별 제조제품","섬유사,직물,직물제품",달리 명시되지 않은 주로 섬유물질의 구성 제품,2025.09,21664,124559
"재료별 제조제품","섬유사,직물,직물제품",달리 명시되지 않은 주로 섬유물질의 구성 제품,2025.10,17062,107856
"재료별 제조제품","섬유사,직물,직물제품",달리 명시되지 않은 주로 섬유물질의 구성 제품,2025.11,18087,113265
"재료별 제조제품","섬유사,직물,직물제품",마루덮개 등,2025.09,4377,11005
"재료별 제조제품","섬유사,직물,직물제품",마루덮개 등,2025.10,4631,9200
"재료별 제조제품","섬유사,직물,직물제품",마루덮개 등,2025.11,4550,9901
"재료별 제조제품","달리 명시되지 않은 비금속광물",소계,2025.09,299330,470852
"재료별 제조제품","달리 명시되지 않은 비금속광물",소계,2025.10,266629,405838
"재료별 제조제품","달리 명시되지 않은 비금속광물",소계,2025.11,271543,405135
"재료별 제조제품","달리 명시되지 않은 비금속광물",석회.시멘트 및 조립건축자재,2025.09,15719,42297
"재료별 제조제품","달리 명시되지 않은 비금속광물",석회.시멘트 및 조립건축자재,2025.10,15955,38747
"재료별 제조제품","달리 명시되지 않은 비금속광물",석회.시멘트 및 조립건축자재,2025.11,13131,43061
"재료별 제조제품","달리 명시되지 않은 비금속광물",점토건설용 및 내화건설용 제품,2025.09,4630,46427
"재료별 제조제품","달리 명시되지 않은 비금속광물",점토건설용 및 내화건설용 제품,2025.10,2730,44479
"재료별 제조제품","달리 명시되지 않은 비금속광물",점토건설용 및 내화건설용 제품,2025.11,5587,35334
"재료별 제조제품","달리 명시되지 않은 비금속광물",달리 명시되지 않은 광물제품,2025.09,107888,148069
"재료별 제조제품","달리 명시되지 않은 비금속광물",달리 명시되지 않은 광물제품,2025.10,88688,121472
"재료별 제조제품","달리 명시되지 않은 비금속광물",달리 명시되지 않은 광물제품,2025.11,102407,121638
"재료별 제조제품","달리 명시되지 않은 비금속광물",유리,2025.09,130366,145678
"재료별 제조제품","달리 명시되지 않은 비금속광물",유리,2025.10,122423,124284
"재료별 제조제품","달리 명시되지 않은 비금속광물",유리,2025.11,109860,128034
"재료별 제조제품","달리 명시되지 않은 비금속광물",유리제,2025.09,37483,59253
"재료별 제조제품","달리 명시되지 않은 비금속광물",유리제,2025.10,31679,53643
"재료별 제조제품","달리 명시되지 않은 비금속광물",유리제,2025.11,36599,56653
"재료별 제조제품","달리 명시되지 않은 비금속광물",도자기,2025.09,1454,18604
"재료별 제조제품","달리 명시되지 않은 비금속광물",도자기,2025.10,857,14032
"재료별 제조제품","달리 명시되지 않은 비금속광물",도자기,2025.11,1339,13871
"재료별 제조제품","달리 명시되지 않은 비금속광물",진주(귀석 또는 반귀석가공하지 아니한 것 또는 가공한 것),2025.09,1789,10525
"재료별 제조제품","달리 명시되지 않은 비금속광물",진주(귀석 또는 반귀석가공하지 아니한 것 또는 가공한 것),2025.10,4297,9183
"재료별 제조제품","달리 명시되지 않은 비금속광물",진주(귀석 또는 반귀석가공하지 아니한 것 또는 가공한 것),2025.11,2619,6544
"재료별 제조제품","철 및 강",소계,2025.09,2261320,1122374
"재료별 제조제품","철 및 강",소계,2025.10,1956851,914076
"재료별 제조제품","철 및 강",소계,2025.11,1902677,923672
"재료별 제조제품","철 및 강",선철경철해면철철 또는 강의 입상,2025.09,94644,196638
"재료별 제조제품","철 및 강",선철경철해면철철 또는 강의 입상,2025.10,84839,164871
"재료별 제조제품","철 및 강",선철경철해면철철 또는 강의 입상,2025.11,80398,163184
"재료별 제조제품","철 및 강",철 또는 강의 철강괴 및 기타 일차 형태의 것 및 반제품,2025.09,23604,55966
"재료별 제조제품","철 및 강",철 또는 강의 철강괴 및 기타 일차 형태의 것 및 반제품,2025.10,25372,70370
"재료별 제조제품","철 및 강",철 또는 강의 철강괴 및 기타 일차 형태의 것 및 반제품,2025.11,15739,48144
"재료별 제조제품","철 및 강",철 또는 비합금강의 평판압연제품,2025.09,710460,232153
"재료별 제조제품","철 및 강",철 또는 비합금강의 평판압연제품,2025.10,557698,171233
"재료별 제조제품","철 및 강",철 또는 비합금강의 평판압연제품,2025.11,556613,202238
"재료별 제조제품","철 및 강",철 또는 비합금강의 평판압연제품(클래드도금 또는 도포한 것),2025.09,482537,146374
"재료별 제조제품","철 및 강",철 또는 비합금강의 평판압연제품(클래드도금 또는 도포한 것),2025.10,511151,93547
"재료별 제조제품","철 및 강",철 또는 비합금강의 평판압연제품(클래드도금 또는 도포한 것),2025.11,446477,78907
"재료별 제조제품","철 및 강",합금철의 평판압연제품,2025.09,424314,161716
"재료별 제조제품","철 및 강",합금철의 평판압연제품,2025.10,376776,138307
"재료별 제조제품","철 및 강",합금철의 평판압연제품,2025.11,376090,153740
"재료별 제조제품","철 및 강",철강봉앵글형강(쉬이트파일링포함),2025.09,188473,178356
"재료별 제조제품","철 및 강",철강봉앵글형강(쉬이트파일링포함),2025.10,147070,156626
"재료별 제조제품","철 및 강",철강봉앵글형강(쉬이트파일링포함),2025.11,114911,151445
"재료별 제조제품","철 및 강",철강의 철도궤조 및 철도궤조 건설자재,2025.09,499,1747
"재료별 제조제품","철 및 강",철강의 철도궤조 및 철도궤조 건설자재,2025.10,2220,2030
"재료별 제조제품","철 및 강",철강의 철도궤조 및 철도궤조 건설자재,2025.11,3477,1293
"재료별 제조제품","철 및 강",철강선,2025.09,69122,28010
"재료별 제조제품","철 및 강",철강선,2025.10,56697,22909
"재료별 제조제품","철 및 강",철강선,2025.11,61261,25292
"재료별 제조제품","철 및 강",철강의 튜브파이프 및 중공프로파일과 튜브,2025.09,267666,121413
"재료별 제조제품","철 및 강",철강의 튜브파이프 및 중공프로파일과 튜브,2025.10,195028,94182
"재료별 제조제품","철 및 강",철강의 튜브파이프 및 중공프로파일과 튜브,2025.11,247711,99428
"재료별 제조제품","비철금속",소계,2025.09,1415110,1458072
"재료별 제조제품","비철금속",소계,2025.10,1303523,1243380
"재료별 제조제품","비철금속",소계,2025.11,1363040,1363666
"재료별 제조제품","비철금속",은백금 및 기타 백금속의 금속,2025.09,318518,151114
"재료별 제조제품","비철금속",은백금 및 기타 백금속의 금속,2025.10,263948,156712
"재료별 제조제품","비철금속",은백금 및 기타 백금속의 금속,2025.11,310180,242913
"재료별 제조제품","비철금속",동,2025.09,507590,478142
"재료별 제조제품","비철금속",동,2025.10,480936,371072
"재료별 제조제품","비철금속",동,2025.11,523025,414783
"재료별 제조제품","비철금속",닉켈,2025.09,10153,115245
"재료별 제조제품","비철금속",닉켈,2025.10,9861,68358
"재료별 제조제품","비철금속",닉켈,2025.11,10996,77354
"재료별 제조제품","비철금속",알루미늄,2025.09,381449,556847
"재료별 제조제품","비철금속",알루미늄,2025.10,319107,484052
"재료별 제조제품","비철금속",알루미늄,2025.11,308428,479406
"재료별 제조제품","비철금속",연,2025.09,60806,40316
"재료별 제조제품","비철금속",연,2025.10,58116,27506
"재료별 제조제품","비철금속",연,2025.11,45707,26824
"재료별 제조제품","비철금속",아연,2025.09,99181,6575
"재료별 제조제품","비철금속",아연,2025.10,141865,14491
"재료별 제조제품","비철금속",아연,2025.11,125406,5999
"재료별 제조제품","비철금속",주석,2025.09,4847,33636
"재료별 제조제품","비철금속",주석,2025.10,3408,48209
"재료별 제조제품","비철금속",주석,2025.11,3440,41732
"재료별 제조제품","비철금속",야금에 사용되는 각종 비철금속 및 서미트,2025.09,32566,76197
"재료별 제조제품","비철금속",야금에 사용되는 각종 비철금속 및 서미트,2025.10,26280,72981
"재료별 제조제품","비철금속",야금에 사용되는 각종 비철금속 및 서미트,2025.11,35858,74655
"재료별 제조제품","달리 명시되지 않은 금속제품",소계,2025.09,958278,892527
"재료별 제조제품","달리 명시되지 않은 금속제품",소계,2025.10,781681,806760
"재료별 제조제품","달리 명시되지 않은 금속제품",소계,2025.11,872841,786813
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,2025.09,102629,137002
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,2025.10,85142,106645
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,2025.11,92534,109881
"재료별 제조제품","달리 명시되지 않은 금속제품",저장 및 수송용 용기,2025.09,64786,59957
"재료별 제조제품","달리 명시되지 않은 금속제품",저장 및 수송용 용기,2025.10,41227,58285
"재료별 제조제품","달리 명시되지 않은 금속제품",저장 및 수송용 용기,2025.11,78968,57555
"재료별 제조제품","달리 명시되지 않은 금속제품",선제품 및 울타리 그릴,2025.09,41240,23367
"재료별 제조제품","달리 명시되지 않은 금속제품",선제품 및 울타리 그릴,2025.10,29079,26286
"재료별 제조제품","달리 명시되지 않은 금속제품",선제품 및 울타리 그릴,2025.11,33201,24746
"재료별 제조제품","달리 명시되지 않은 금속제품",철강동 또는 알루미늄제의 못나사너트볼트리베트 및 유사제품,2025.09,175561,75268
"재료별 제조제품","달리 명시되지 않은 금속제품",철강동 또는 알루미늄제의 못나사너트볼트리베트 및 유사제품,2025.10,130565,63775
"재료별 제조제품","달리 명시되지 않은 금속제품",철강동 또는 알루미늄제의 못나사너트볼트리베트 및 유사제품,2025.11,145345,65508
"재료별 제조제품","달리 명시되지 않은 금속제품",수공구 및 기계용공구,2025.09,138120,72668
"재료별 제조제품","달리 명시되지 않은 금속제품",수공구 및 기계용공구,2025.10,147750,70185
"재료별 제조제품","달리 명시되지 않은 금속제품",수공구 및 기계용공구,2025.11,150010,62867
"재료별 제조제품","달리 명시되지 않은 금속제품",날붙이,2025.09,6467,19075
"재료별 제조제품","달리 명시되지 않은 금속제품",날붙이,2025.10,6691,17344
"재료별 제조제품","달리 명시되지 않은 금속제품",날붙이,2025.11,7647,17502
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 금속제의 가정용 장비,2025.09,29954,62679
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 금속제의 가정용 장비,2025.10,18298,53520
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 금속제의 가정용 장비,2025.11,17556,56211
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 비금속제의 제품,2025.09,399522,442511
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 비금속제의 제품,2025.10,322929,410720
"재료별 제조제품","달리 명시되지 않은 금속제품",달리 명시되지 않은 비금속제의 제품,2025.11,347580,392544
"기계 및 운수장비","소계",소계,2025.09,38751773,20853783
"기계 및 운수장비","소계",소계,2025.10,36782693,18795883
"기계 및 운수장비","소계",소계,2025.11,37530055,19149804
"기계 및 운수장비","원동기기 및 설비",소계,2025.09,1060578,1141828
"기계 및 운수장비","원동기기 및 설비",소계,2025.10,894522,937881
"기계 및 운수장비","원동기기 및 설비",소계,2025.11,1219251,1031622
"기계 및 운수장비","원동기기 및 설비",증기발생보일러 및 보일러실 장치,2025.09,27136,6232
"기계 및 운수장비","원동기기 및 설비",증기발생보일러 및 보일러실 장치,2025.10,34459,6569
"기계 및 운수장비","원동기기 및 설비",증기발생보일러 및 보일러실 장치,2025.11,64797,11833
"기계 및 운수장비","원동기기 및 설비",증기터어빈 및 달리 명시되지 않은 동부분품,2025.09,2794,2692
"기계 및 운수장비","원동기기 및 설비",증기터어빈 및 달리 명시되지 않은 동부분품,2025.10,2464,3765
"기계 및 운수장비","원동기기 및 설비",증기터어빈 및 달리 명시되지 않은 동부분품,2025.11,28264,4898
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 내연 피스톤기관 및 동부분품,2025.09,593669,305898
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 내연 피스톤기관 및 동부분품,2025.10,472392,266742
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 내연 피스톤기관 및 동부분품,2025.11,552781,292118
"기계 및 운수장비","원동기기 및 설비",기관 및 모터비전기식:달리 명시되지 않은 기관,2025.09,139760,364898
"기계 및 운수장비","원동기기 및 설비",기관 및 모터비전기식:달리 명시되지 않은 기관,2025.10,151585,240191
"기계 및 운수장비","원동기기 및 설비",기관 및 모터비전기식:달리 명시되지 않은 기관,2025.11,142271,321632
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 회전전기장치 및 그 부분품,2025.09,243927,413536
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 회전전기장치 및 그 부분품,2025.10,188358,377195
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 회전전기장치 및 그 부분품,2025.11,190448,358033
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 기타 동력발생기계 및 부분품,2025.09,53294,48573
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 기타 동력발생기계 및 부분품,2025.10,45265,43419
"기계 및 운수장비","원동기기 및 설비",달리 명시되지 않은 기타 동력발생기계 및 부분품,2025.11,240690,43107
"기계 및 운수장비","특수산업용 기계",소계,2025.09,2027409,2776601
"기계 및 운수장비","특수산업용 기계",소계,2025.10,1692107,2177306
"기계 및 운수장비","특수산업용 기계",소계,2025.11,1849302,2347455
"기계 및 운수장비","특수산업용 기계",농업용 기계 및 그 부분품,2025.09,12475,31535
"기계 및 운수장비","특수산업용 기계",농업용 기계 및 그 부분품,2025.10,9700,18567
"기계 및 운수장비","특수산업용 기계",농업용 기계 및 그 부분품,2025.11,12939,17486
"기계 및 운수장비","특수산업용 기계",트랙터,2025.09,88402,15173
"기계 및 운수장비","특수산업용 기계",트랙터,2025.10,64765,17004
"기계 및 운수장비","특수산업용 기계",트랙터,2025.11,72139,11480
"기계 및 운수장비","특수산업용 기계",토목공사용 장치,2025.09,438299,71252
"기계 및 운수장비","특수산업용 기계",토목공사용 장치,2025.10,329267,46974
"기계 및 운수장비","특수산업용 기계",토목공사용 장치,2025.11,390457,51377
"기계 및 운수장비","특수산업용 기계",섬유 및 가죽용 기계류 및 달리 명시되지 않은 동부분품,2025.09,141318,47704
"기계 및 운수장비","특수산업용 기계",섬유 및 가죽용 기계류 및 달리 명시되지 않은 동부분품,2025.10,109404,51625
"기계 및 운수장비","특수산업용 기계",섬유 및 가죽용 기계류 및 달리 명시되지 않은 동부분품,2025.11,126840,45336
"기계 및 운수장비","특수산업용 기계",종이제조 및 펄프제조기계,2025.09,8295,21394
"기계 및 운수장비","특수산업용 기계",종이제조 및 펄프제조기계,2025.10,6264,12223
"기계 및 운수장비","특수산업용 기계",종이제조 및 펄프제조기계,2025.11,6151,18344
"기계 및 운수장비","특수산업용 기계",인쇄 및 제본용기계 및 그들의 부분품,2025.09,10514,18569
"기계 및 운수장비","특수산업용 기계",인쇄 및 제본용기계 및 그들의 부분품,2025.10,7832,10311
"기계 및 운수장비","특수산업용 기계",인쇄 및 제본용기계 및 그들의 부분품,2025.11,11819,13245
"기계 및 운수장비","특수산업용 기계",식품가공기계(가정용 제외),2025.09,6212,19441
"기계 및 운수장비","특수산업용 기계",식품가공기계(가정용 제외),2025.10,5976,26696
"기계 및 운수장비","특수산업용 기계",식품가공기계(가정용 제외),2025.11,13401,26644
"기계 및 운수장비","특수산업용 기계",특수산업용 기타 기계기구 및 달리 명시되지 않은 동부분품,2025.09,1321895,2551532
"기계 및 운수장비","특수산업용 기계",특수산업용 기타 기계기구 및 달리 명시되지 않은 동부분품,2025.10,1158898,1993906
"기계 및 운수장비","특수산업용 기계",특수산업용 기타 기계기구 및 달리 명시되지 않은 동부분품,2025.11,1215556,2163541
"기계 및 운수장비","금속공작용 기계",소계,2025.09,267511,135652
"기계 및 운수장비","금속공작용 기계",소계,2025.10,239367,108524
"기계 및 운수장비","금속공작용 기계",소계,2025.11,251086,136174
"기계 및 운수장비","금속공작용 기계",금속 또는 기타재료의 절삭방식에 의한 가공공작기계,2025.09,152460,69598
"기계 및 운수장비","금속공작용 기계",금속 또는 기타재료의 절삭방식에 의한 가공공작기계,2025.10,119855,45610
"기계 및 운수장비","금속공작용 기계",금속 또는 기타재료의 절삭방식에 의한 가공공작기계,2025.11,135512,56194
"기계 및 운수장비","금속공작용 기계",금속소결한 금속탄화물 또는 서어미트의 가공기계,2025.09,39044,16575
"기계 및 운수장비","금속공작용 기계",금속소결한 금속탄화물 또는 서어미트의 가공기계,2025.10,35502,11278
"기계 및 운수장비","금속공작용 기계",금속소결한 금속탄화물 또는 서어미트의 가공기계,2025.11,23896,11971
"기계 및 운수장비","금속공작용 기계",731항 및 733항의 기계 전용 또는 주로 사용되는 부분품,2025.09,25341,12690
"기계 및 운수장비","금속공작용 기계",731항 및 733항의 기계 전용 또는 주로 사용되는 부분품,2025.10,24910,11267
"기계 및 운수장비","금속공작용 기계",731항 및 733항의 기계 전용 또는 주로 사용되는 부분품,2025.11,27109,10703
"기계 및 운수장비","금속공작용 기계",금속공작기계달리 명시되지 않은 동 부분품,2025.09,50667,36789
"기계 및 운수장비","금속공작용 기계",금속공작기계달리 명시되지 않은 동 부분품,2025.10,59100,40368
"기계 및 운수장비","금속공작용 기계",금속공작기계달리 명시되지 않은 동 부분품,2025.11,64569,57305
"기계 및 운수장비","산업용 일반기계 및 장비",소계,2025.09,1946607,1684814
"기계 및 운수장비","산업용 일반기계 및 장비",소계,2025.10,1476717,1415538
"기계 및 운수장비","산업용 일반기계 및 장비",소계,2025.11,1730610,1468837
"기계 및 운수장비","산업용 일반기계 및 장비",가열 및 냉각장치달리 명시되지 않은 동 부분품,2025.09,416460,278576
"기계 및 운수장비","산업용 일반기계 및 장비",가열 및 냉각장치달리 명시되지 않은 동 부분품,2025.10,314409,198084
"기계 및 운수장비","산업용 일반기계 및 장비",가열 및 냉각장치달리 명시되지 않은 동 부분품,2025.11,408535,206782
"기계 및 운수장비","산업용 일반기계 및 장비",액체펌프와 액체엘리베이터,2025.09,144524,169082
"기계 및 운수장비","산업용 일반기계 및 장비",액체펌프와 액체엘리베이터,2025.10,110679,137019
"기계 및 운수장비","산업용 일반기계 및 장비",액체펌프와 액체엘리베이터,2025.11,125158,161800
"기계 및 운수장비","산업용 일반기계 및 장비",액체용 이외의 펌프공기 또는 개스입축기 및 선풍기,2025.09,516833,468457
"기계 및 운수장비","산업용 일반기계 및 장비",액체용 이외의 펌프공기 또는 개스입축기 및 선풍기,2025.10,391747,381572
"기계 및 운수장비","산업용 일반기계 및 장비",액체용 이외의 펌프공기 또는 개스입축기 및 선풍기,2025.11,426026,345096
"기계 및 운수장비","산업용 일반기계 및 장비",기계식 취급장치 및 달리 명시되지 않은 동 부분품,2025.09,262738,155198
"기계 및 운수장비","산업용 일반기계 및 장비",기계식 취급장치 및 달리 명시되지 않은 동 부분품,2025.10,163292,140462
"기계 및 운수장비","산업용 일반기계 및 장비",기계식 취급장치 및 달리 명시되지 않은 동 부분품,2025.11,218175,197228
"기계 및 운수장비","산업용 일반기계 및 장비",기타 비전기식 기계기기 및 장치,2025.09,72575,77416
"기계 및 운수장비","산업용 일반기계 및 장비",기타 비전기식 기계기기 및 장치,2025.10,60900,71082
