"품목별(1)","품목별(2)",품목별(3),시점,수출액 (천달러),수입액 (천달러)
"기계 및 운수장비","산업용 일반기계 및 장비",기타 비전기식 기계기기 및 장치,2025.11,73956,89816
"기계 및 운수장비","산업용 일반기계 및 장비",보올 베어링 또는 로울러 베어링,2025.09,80583,83947
"기계 및 운수장비","산업용 일반기계 및 장비",보올 베어링 또는 로울러 베어링,2025.10,64201,69760
"기계 및 운수장비","산업용 일반기계 및 장비",보올 베어링 또는 로울러 베어링,2025.11,68172,66357
"기계 및 운수장비","산업용 일반기계 및 장비",파이프.보일러의 동체.탱크.배트 등에 사용하는 탭,2025.09,210455,258441
"기계 및 운수장비","산업용 일반기계 및 장비",파이프.보일러의 동체.탱크.배트 등에 사용하는 탭,2025.10,173326,233769
"기계 및 운수장비","산업용 일반기계 및 장비",파이프.보일러의 동체.탱크.배트 등에 사용하는 탭,2025.11,175823,234103
"기계 및 운수장비","산업용 일반기계 및 장비",전동축,2025.09,129926,132701
"기계 및 운수장비","산업용 일반기계 및 장비",전동축,2025.10,107829,122380
"기계 및 운수장비","산업용 일반기계 및 장비",전동축,2025.11,110085,110985
"기계 및 운수장비","산업용 일반기계 및 장비",달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품,2025.09,112515,60997
"기계 및 운수장비","산업용 일반기계 및 장비",달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품,2025.10,90333,61409
"기계 및 운수장비","산업용 일반기계 및 장비",달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품,2025.11,124679,56671
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",소계,2025.09,2667947,1833818
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",소계,2025.10,2162796,1764231
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",소계,2025.11,2815196,1548783
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",사무용기계,2025.09,74149,95351
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",사무용기계,2025.10,58809,88312
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",사무용기계,2025.11,70201,84083
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",자동자료처리기계,2025.09,88042,840699
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",자동자료처리기계,2025.10,63249,897099
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",자동자료처리기계,2025.11,72761,631933
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",751항 및 752항 기계전용 부분품,2025.09,2505755,897768
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",751항 및 752항 기계전용 부분품,2025.10,2040738,778820
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치",751항 및 752항 기계전용 부분품,2025.11,2672234,832767
"기계 및 운수장비","통신 및 녹음기기",소계,2025.09,11318659,3570645
"기계 및 운수장비","통신 및 녹음기기",소계,2025.10,10900561,3165025
"기계 및 운수장비","통신 및 녹음기기",소계,2025.11,12111635,3341771
"기계 및 운수장비","통신 및 녹음기기",텔레비젼 수상기,2025.09,75621,138369
"기계 및 운수장비","통신 및 녹음기기",텔레비젼 수상기,2025.10,52342,137970
"기계 및 운수장비","통신 및 녹음기기",텔레비젼 수상기,2025.11,67818,154227
"기계 및 운수장비","통신 및 녹음기기",라디오방송용 수신기기,2025.09,2268,3608
"기계 및 운수장비","통신 및 녹음기기",라디오방송용 수신기기,2025.10,2674,2801
"기계 및 운수장비","통신 및 녹음기기",라디오방송용 수신기기,2025.11,2812,2673
"기계 및 운수장비","통신 및 녹음기기",녹음기와 음성 재생기,2025.09,7683,6094
"기계 및 운수장비","통신 및 녹음기기",녹음기와 음성 재생기,2025.10,7031,4686
"기계 및 운수장비","통신 및 녹음기기",녹음기와 음성 재생기,2025.11,6851,6692
"기계 및 운수장비","통신 및 녹음기기",달리 명시되지 않은 통신장비,2025.09,11233087,3422574
"기계 및 운수장비","통신 및 녹음기기",달리 명시되지 않은 통신장비,2025.10,10838514,3019568
"기계 및 운수장비","통신 및 녹음기기",달리 명시되지 않은 통신장비,2025.11,12034154,3178179
"기계 및 운수장비","전기기계장치와 기기",소계,2025.09,8365262,7277382
"기계 및 운수장비","전기기계장치와 기기",소계,2025.10,7689232,6944743
"기계 및 운수장비","전기기계장치와 기기",소계,2025.11,7640883,6882252
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 전력기기 및 부분품,2025.09,379420,362740
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 전력기기 및 부분품,2025.10,292578,335030
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 전력기기 및 부분품,2025.11,383011,356797
"기계 및 운수장비","전기기계장치와 기기",전기회로의 개폐용보호용접속용기기,2025.09,1220332,817174
"기계 및 운수장비","전기기계장치와 기기",전기회로의 개폐용보호용접속용기기,2025.10,1041013,729106
"기계 및 운수장비","전기기계장치와 기기",전기회로의 개폐용보호용접속용기기,2025.11,1091632,863879
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 배전용 장비,2025.09,434046,424690
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 배전용 장비,2025.10,352444,386333
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 배전용 장비,2025.11,365484,401798
"기계 및 운수장비","전기기계장치와 기기",전기식 진단용 기기,2025.09,199940,156541
"기계 및 운수장비","전기기계장치와 기기",전기식 진단용 기기,2025.10,145291,110160
"기계 및 운수장비","전기기계장치와 기기",전기식 진단용 기기,2025.11,173452,108532
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 가정용 전기 및 비전기장비,2025.09,297047,292745
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 가정용 전기 및 비전기장비,2025.10,249063,279025
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 가정용 전기 및 비전기장비,2025.11,233550,287462
"기계 및 운수장비","전기기계장치와 기기",열전자관냉음극관 및 광전과,2025.09,4571293,4009995
"기계 및 운수장비","전기기계장치와 기기",열전자관냉음극관 및 광전과,2025.10,4565613,4030600
"기계 및 운수장비","전기기계장치와 기기",열전자관냉음극관 및 광전과,2025.11,4177597,3825471
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 전기기계 및 장치,2025.09,1263183,1213497
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 전기기계 및 장치,2025.10,1043230,1074489
"기계 및 운수장비","전기기계장치와 기기",달리 명시되지 않은 전기기계 및 장치,2025.11,1216158,1038314
"기계 및 운수장비","도로 주행 차량",소계,2025.09,8054186,1848827
"기계 및 운수장비","도로 주행 차량",소계,2025.10,6836826,1506574
"기계 및 운수장비","도로 주행 차량",소계,2025.11,7752050,1592293
"기계 및 운수장비","도로 주행 차량",승용자동차 및 기타의 차량,2025.09,6042702,1222666
"기계 및 운수장비","도로 주행 차량",승용자동차 및 기타의 차량,2025.10,5247430,970050
"기계 및 운수장비","도로 주행 차량",승용자동차 및 기타의 차량,2025.11,6045166,1059489
"기계 및 운수장비","도로 주행 차량",화물자동차 및 특수목적차량,2025.09,314824,48312
"기계 및 운수장비","도로 주행 차량",화물자동차 및 특수목적차량,2025.10,259511,49556
"기계 및 운수장비","도로 주행 차량",화물자동차 및 특수목적차량,2025.11,322788,72400
"기계 및 운수장비","도로 주행 차량",달리 명시되지 않은 도로주행차량,2025.09,36341,20926
"기계 및 운수장비","도로 주행 차량",달리 명시되지 않은 도로주행차량,2025.10,31936,16802
"기계 및 운수장비","도로 주행 차량",달리 명시되지 않은 도로주행차량,2025.11,36504,18001
"기계 및 운수장비","도로 주행 차량",722781782 및 783항 차량의 부분품 및 부속품,2025.09,1629802,457961
"기계 및 운수장비","도로 주행 차량",722781782 및 783항 차량의 부분품 및 부속품,2025.10,1269941,392292
"기계 및 운수장비","도로 주행 차량",722781782 및 783항 차량의 부분품 및 부속품,2025.11,1309790,371923
"기계 및 운수장비","도로 주행 차량",자동이륜차 및 자전거(동력과 비동력의 것)환자운반구,2025.09,6152,56677
"기계 및 운수장비","도로 주행 차량",자동이륜차 및 자전거(동력과 비동력의 것)환자운반구,2025.10,5613,43375
"기계 및 운수장비","도로 주행 차량",자동이륜차 및 자전거(동력과 비동력의 것)환자운반구,2025.11,8826,33653
"기계 및 운수장비","도로 주행 차량",트레일러 및 세미트레일러,2025.09,24364,42285
"기계 및 운수장비","도로 주행 차량",트레일러 및 세미트레일러,2025.10,22395,34500
"기계 및 운수장비","도로 주행 차량",트레일러 및 세미트레일러,2025.11,28975,36827
"기계 및 운수장비","기타 수송장비",소계,2025.09,3043614,584217
"기계 및 운수장비","기타 수송장비",소계,2025.10,4890565,776061
"기계 및 운수장비","기타 수송장비",소계,2025.11,2160042,800617
"기계 및 운수장비","기타 수송장비",철도차량 및 관련장비,2025.09,51194,22185
"기계 및 운수장비","기타 수송장비",철도차량 및 관련장비,2025.10,26619,12245
"기계 및 운수장비","기타 수송장비",철도차량 및 관련장비,2025.11,52068,25166
"기계 및 운수장비","기타 수송장비",항공기 및 관련장비 우주선,2025.09,267859,219584
"기계 및 운수장비","기타 수송장비",항공기 및 관련장비 우주선,2025.10,281908,420533
"기계 및 운수장비","기타 수송장비",항공기 및 관련장비 우주선,2025.11,208553,355532
"기계 및 운수장비","기타 수송장비",선박보트 및 부유구조물,2025.09,2724561,342447
"기계 및 운수장비","기타 수송장비",선박보트 및 부유구조물,2025.10,4582038,343283
"기계 및 운수장비","기타 수송장비",선박보트 및 부유구조물,2025.11,1899421,419918
"기타 제조제품","소계",소계,2025.09,6343400,6141996
"기타 제조제품","소계",소계,2025.10,4746133,5350105
"기타 제조제품","소계",소계,2025.11,5482272,5248416
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",소계,2025.09,47083,81833
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",소계,2025.10,35267,77838
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",소계,2025.11,39681,83845
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",조립식건축물,2025.09,4117,11410
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",조립식건축물,2025.10,5077,6651
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",조립식건축물,2025.11,8448,10821
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",달리 명시되지 않은 위생연관난방 조명장치 및 부착물,2025.09,28174,15526
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",달리 명시되지 않은 위생연관난방 조명장치 및 부착물,2025.10,16980,17578
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",달리 명시되지 않은 위생연관난방 조명장치 및 부착물,2025.11,20028,16206
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",달리 명시하지 않은 조명시설 및 조명기구,2025.09,14792,54897
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",달리 명시하지 않은 조명시설 및 조명기구,2025.10,13210,53609
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물",달리 명시하지 않은 조명시설 및 조명기구,2025.11,11205,56818
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션",소계,2025.09,102706,292784
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션",소계,2025.10,79732,251615
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션",소계,2025.11,87911,254563
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션",가구 및 그 부분품,2025.09,102706,292784
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션",가구 및 그 부분품,2025.10,79732,251615
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션",가구 및 그 부분품,2025.11,87911,254563
"기타 제조제품","여행용,핸드백 및 유사용기",소계,2025.09,37815,277564
"기타 제조제품","여행용,핸드백 및 유사용기",소계,2025.10,29355,273902
"기타 제조제품","여행용,핸드백 및 유사용기",소계,2025.11,48620,260000
"기타 제조제품","여행용,핸드백 및 유사용기",트렁크슈트케이스화장품케이스등,2025.09,37815,277564
"기타 제조제품","여행용,핸드백 및 유사용기",트렁크슈트케이스화장품케이스등,2025.10,29355,273902
"기타 제조제품","여행용,핸드백 및 유사용기",트렁크슈트케이스화장품케이스등,2025.11,48620,260000
"기타 제조제품","의복제품 및 의복부속품",소계,2025.09,176158,1488088
"기타 제조제품","의복제품 및 의복부속품",소계,2025.10,153892,1256291
"기타 제조제품","의복제품 및 의복부속품",소계,2025.11,195593,990301
"기타 제조제품","의복제품 및 의복부속품",남자 또는 소년용의 코트.자켓,2025.09,12538,268569
"기타 제조제품","의복제품 및 의복부속품",남자 또는 소년용의 코트.자켓,2025.10,9233,221996
"기타 제조제품","의복제품 및 의복부속품",남자 또는 소년용의 코트.자켓,2025.11,11661,133419
"기타 제조제품","의복제품 및 의복부속품",여자용 코트.자켓.슈트.브레이저,2025.09,35820,390494
"기타 제조제품","의복제품 및 의복부속품",여자용 코트.자켓.슈트.브레이저,2025.10,29846,339743
"기타 제조제품","의복제품 및 의복부속품",여자용 코트.자켓.슈트.브레이저,2025.11,49173,249806
"기타 제조제품","의복제품 및 의복부속품",남자 또는 소년용의 코트 및 이와 유사한 의류,2025.09,5457,66055
"기타 제조제품","의복제품 및 의복부속품",남자 또는 소년용의 코트 및 이와 유사한 의류,2025.10,5573,52169
"기타 제조제품","의복제품 및 의복부속품",남자 또는 소년용의 코트 및 이와 유사한 의류,2025.11,7747,48542
"기타 제조제품","의복제품 및 의복부속품",여자 또는 소녀용의 코트케이프자켓슈트 브레이저,2025.09,11125,110148
"기타 제조제품","의복제품 및 의복부속품",여자 또는 소녀용의 코트케이프자켓슈트 브레이저,2025.10,8234,100756
"기타 제조제품","의복제품 및 의복부속품",여자 또는 소녀용의 코트케이프자켓슈트 브레이저,2025.11,9702,85633
"기타 제조제품","의복제품 및 의복부속품",달리 명시되지 않은 직물제의 의복제품,2025.09,59468,503132
"기타 제조제품","의복제품 및 의복부속품",달리 명시되지 않은 직물제의 의복제품,2025.10,51595,395859
"기타 제조제품","의복제품 및 의복부속품",달리 명시되지 않은 직물제의 의복제품,2025.11,56100,337093
"기타 제조제품","의복제품 및 의복부속품",직물제의 의복 악세사리(어린이용 제외),2025.09,36445,72261
"기타 제조제품","의복제품 및 의복부속품",직물제의 의복 악세사리(어린이용 제외),2025.10,36807,74250
"기타 제조제품","의복제품 및 의복부속품",직물제의 의복 악세사리(어린이용 제외),2025.11,48263,69254
"기타 제조제품","의복제품 및 의복부속품",의류와 의류부속품(직물제 제외),2025.09,15305,77429
"기타 제조제품","의복제품 및 의복부속품",의류와 의류부속품(직물제 제외),2025.10,12605,71516
"기타 제조제품","의복제품 및 의복부속품",의류와 의류부속품(직물제 제외),2025.11,12948,66553
"기타 제조제품","신발",소계,2025.09,33714,283468
"기타 제조제품","신발",소계,2025.10,27385,244064
"기타 제조제품","신발",소계,2025.11,27343,249758
"기타 제조제품","신발",신발,2025.09,33714,283468
"기타 제조제품","신발",신발,2025.10,27385,244064
"기타 제조제품","신발",신발,2025.11,27343,249758
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",소계,2025.09,2629330,1991175
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",소계,2025.10,2177468,1651483
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",소계,2025.11,2187663,1695223
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 광학기구 및 장치,2025.09,1656822,350536
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 광학기구 및 장치,2025.10,1406729,344371
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 광학기구 및 장치,2025.11,1371587,340517
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 의료용외과용치과용이나 수의용의 기기,2025.09,197321,291611
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 의료용외과용치과용이나 수의용의 기기,2025.10,140761,259064
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 의료용외과용치과용이나 수의용의 기기,2025.11,166941,259076
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 계기,2025.09,23284,32909
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 계기,2025.10,21454,67332
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 계기,2025.11,17585,27814
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 측정검사분석 통제기구 및 장치,2025.09,751902,1316120
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 측정검사분석 통제기구 및 장치,2025.10,608525,980716
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치",달리 명시되지 않은 측정검사분석 통제기구 및 장치,2025.11,631550,1067815
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",소계,2025.09,400697,470344
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",소계,2025.10,345893,455813
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",소계,2025.11,346936,460976
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",달리 명시되지 않은 사진장치 및 장비,2025.09,2955,7407
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",달리 명시되지 않은 사진장치 및 장비,2025.10,5829,5791
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",달리 명시되지 않은 사진장치 및 장비,2025.11,1695,7076
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",사진 및 영화비품,2025.09,99169,102763
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",사진 및 영화비품,2025.10,91405,102855
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",사진 및 영화비품,2025.11,87264,102066
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",달리 명시되지 않은 광학용품,2025.09,272772,252992
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",달리 명시되지 않은 광학용품,2025.10,227925,243654
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",달리 명시되지 않은 광학용품,2025.11,234295,239973
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",휴대용시계 및 큰시계,2025.09,25801,107182
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",휴대용시계 및 큰시계,2025.10,20734,103513
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계",휴대용시계 및 큰시계,2025.11,23681,111861
"기타 제조제품","달리 분류되지 않은 잡제품",소계,2025.09,2915898,1256740
"기타 제조제품","달리 분류되지 않은 잡제품",소계,2025.10,1897140,1139099
"기타 제조제품","달리 분류되지 않은 잡제품",소계,2025.11,2548525,1253751
"기타 제조제품","달리 분류되지 않은 잡제품",인쇄물,2025.09,38007,32434
"기타 제조제품","달리 분류되지 않은 잡제품",인쇄물,2025.10,36508,26216
"기타 제조제품","달리 분류되지 않은 잡제품",인쇄물,2025.11,28768,25260
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지않은 플라스틱제의 물품,2025.09,419101,337942
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지않은 플라스틱제의 물품,2025.10,326682,291907
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지않은 플라스틱제의 물품,2025.11,350845,301970
"기타 제조제품","달리 분류되지 않은 잡제품",유모차장난감게임 및 운동용품,2025.09,83328,263564
"기타 제조제품","달리 분류되지 않은 잡제품",유모차장난감게임 및 운동용품,2025.10,49472,231794
"기타 제조제품","달리 분류되지 않은 잡제품",유모차장난감게임 및 운동용품,2025.11,58935,249202
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지 않은 사무 및 문구용품,2025.09,20680,20157
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지 않은 사무 및 문구용품,2025.10,17414,17421
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지 않은 사무 및 문구용품,2025.11,19138,17982
"기타 제조제품","달리 분류되지 않은 잡제품",예술품 수집가의 수집물 및 골동품,2025.09,95400,32486
"기타 제조제품","달리 분류되지 않은 잡제품",예술품 수집가의 수집물 및 골동품,2025.10,33834,23085
"기타 제조제품","달리 분류되지 않은 잡제품",예술품 수집가의 수집물 및 골동품,2025.11,11911,44778
"기타 제조제품","달리 분류되지 않은 잡제품",신변장식용품.금세공품과 은세공품 및 기타의 귀석제품,2025.09,84380,150949
"기타 제조제품","달리 분류되지 않은 잡제품",신변장식용품.금세공품과 은세공품 및 기타의 귀석제품,2025.10,301048,145853
"기타 제조제품","달리 분류되지 않은 잡제품",신변장식용품.금세공품과 은세공품 및 기타의 귀석제품,2025.11,349442,169014
"기타 제조제품","달리 분류되지 않은 잡제품",악기 및 그 부분품과 부속품 ; 레코드테이프,2025.09,1171747,238838
"기타 제조제품","달리 분류되지 않은 잡제품",악기 및 그 부분품과 부속품 ; 레코드테이프,2025.10,895434,240244
"기타 제조제품","달리 분류되지 않은 잡제품",악기 및 그 부분품과 부속품 ; 레코드테이프,2025.11,1277711,259858
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지 않은 잡제품,2025.09,47239,140027
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지 않은 잡제품,2025.10,41632,122312
"기타 제조제품","달리 분류되지 않은 잡제품",달리 명시되지 않은 잡제품,2025.11,46705,125265
"달리 분류되지 않은 상품 및 취급물","소계",소계,2025.09,125949,816888
"달리 분류되지 않은 상품 및 취급물","소계",소계,2025.10,345130,2108567
"달리 분류되지 않은 상품 및 취급물","소계",소계,2025.11,342531,1459786
"달리 분류되지 않은 상품 및 취급물","종류에 따라 분류할 수 없는 특수 취급물",소계,2025.09,2086,-
"달리 분류되지 않은 상품 및 취급물","종류에 따라 분류할 수 없는 특수 취급물",소계,2025.10,1705,-
"달리 분류되지 않은 상품 및 취급물","종류에 따라 분류할 수 없는 특수 취급물",소계,2025.11,1835,-
"달리 분류되지 않은 상품 및 취급물","종류에 따라 분류할 수 없는 특수 취급물",종류에 따라 분류할 수 없는 특수 취급물,2025.09,2086,-
"달리 분류되지 않은 상품 및 취급물","종류에 따라 분류할 수 없는 특수 취급물",종류에 따라 분류할 수 없는 특수 취급물,2025.10,1705,-
"달리 분류되지 않은 상품 및 취급물","종류에 따라 분류할 수 없는 특수 취급물",종류에 따라 분류할 수 없는 특수 취급물,2025.11,1835,-
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)",소계,2025.09,10,111
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)",소계,2025.10,9,244
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)",소계,2025.11,3,949
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)",주화(금화 및 법화제외),2025.09,10,111
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)",주화(금화 및 법화제외),2025.10,9,244
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)",주화(금화 및 법화제외),2025.11,3,949
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)",소계,2025.09,123798,807644
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)",소계,2025.10,342114,2093602
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)",소계,2025.11,330455,1439947
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)",금(금광 및 그정광제외) ; 화폐용이 아닌것,2025.09,123798,807644
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)",금(금광 및 그정광제외) ; 화폐용이 아닌것,2025.10,342114,2093602
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)",금(금광 및 그정광제외) ; 화폐용이 아닌것,2025.11,330455,1439947
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물",소계,2025.09,55,9132
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물",소계,2025.10,1302,14720
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물",소계,2025.11,10237,18890
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물",분류불능의 소액물품,2025.09,55,9132
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물",분류불능의 소액물품,2025.10,1302,14720
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물",분류불능의 소액물품,2025.11,10237,18890
